WordList 1
auxiliary,辅助的，补助的
WordList 34
英文,中文
circus,马戏团，杂技团
recreation,娱乐，消遣
overhear,偶然听到
memorial,记忆的;纪念的
momentum,动力，冲力
eminent,杰出的，显赫的
cash,兑现，付(现款)
coupon,礼券，优惠券
frown,皱眉
discriminate,区别，辨别;歧视
virtue,美德，德行;优点
ignorance,无知，愚昧;不知道
synthetic,合成的，人造的;综合的
assure,使确信，使放心
conspiracy,共谋，阴谋
volatile,不稳定的;易变的
obsession,思念;入迷;困扰
upset,翻倒;混乱;使心烦
illiterate,文盲的，未受教育的
fabric,结构
WordList 35
英文,中文
eternal,永久的，永恒的
preliminary,预备的，初步的
comprehend,理解，了解
fierce,狂热的;激烈的;凶猛的
subsidy,津贴，补助金
offset,抵消，补偿
bulletin,公告，告示
haste,匆忙，急忙
mysterious,神秘的;难理解的
adjoin,毗邻，靠近
cunning,精巧的，巧妙的;狡诈的
substance,物质，实质
symphony,交响乐;协调，和谐
semester,学期
pension,养老金
preceding,在前的，在先的
census,人口普查
violence,暴力，暴行
shallow,浅薄的;浅的
fuse,保险丝
suspect,疑心，怀疑
assassinate,暗杀
spite,恶意，怨恨
mute,弱化的;减弱..的声音
critic,批评家，评论家
distinct,清楚的，明显的
inflict,使遭受打击
initiative,第一步，初始;主动精神
squeeze,压榨;紧缩;削减
regime,政体，制度
institution,公共机构，协会，学校
comprise,包含，包括，构成
endorse,赞同，认可;代言
WordList 36
英文,中文
incidence,发生(率)
boom,迅速发展，兴旺;繁荣
compact,紧密的;简洁的
democracy,民主
amiable,可爱的;和蔼的，亲切的
loan,贷款;借出
exclusive,专有的，专用的
ballot,投票表决
shortcoming,短处，缺点
concumption,消费(量)，消耗
tray,盘，碟，托盘
gamble,赌博
creature,人，动物
delivery,传递，传送;交付
delegate,代表;委派..为代表
depict,描绘;描写
claim,声称，要求;断言
liberate,解放，释放
indispensable,必不可少的，必需的
perceive,察觉，感知;理解，领悟
affluent,丰富的;富裕的
dismay,惊恐;失望
oblige,感激，施恩于
bid,报价，投标;出价
commission,委员会;正式委托
suffice,满足，满意
brisk,刻薄的;轻快的
odds,不平等，差异
implict,不言明的，含蓄的
strenuous,费劲的，费力的
drastic,激烈的，严厉的
compel,强迫，迫使
inquiry/enquiry,打听，询问;调查，研究
WordList 37
英文,中文
philosophy,哲学
vacant,未占用的，空着的
expire,期满，(期限)终止
flock,群集，成群
shiver,战栗，发抖
concrete,具体的，有形的，实质性的
technician,技术员，技师
flame,火焰，火苗;热情;
distract,分散，打扰;迷惑
adverse,不利的，有害的
withstand,抵抗，承受住
lawsuit,诉讼
modest,适度的
convict,证明..有罪
juvenile,青少年的，少年特有的
venture,敢于;冒险;冒险行动
emerge,浮现，出现，显现
hamper,妨碍，阻碍;牵制，束缚
evaluate,估价，评估
reliance,信赖，依靠
consitituent,成分，要素;组成的
grace,优美，优雅
symposium,讨论会，专题报告会
commodity,商品，物品
complaint,申诉，抱怨
WordList 38
中文,英文
minor,较小的，较少的，较次要的
contagious,传染性的
faithful,守信的，忠实的;如实的
statistics,统计数据;统计学
maunscript,手稿，原稿
distort,歪曲，扭曲
toil,艰难地进行，费力地做
principal,最重要的，主要的
convention,大会，会议;惯常;协定
indignation,愤怒，愤慨
settlement,居留区，住宅区
dispute,争论，辩论
poll,对...进行民意检测
tropic,回归线
turbulent,吵闹的;狂暴的;汹涌的
aspire,向往，有志于
decade,十年
descent,下降，斜坡
nuclear,原子核的，核能的
mercy,仁慈，怜悯，宽恕
intrude,侵入，闯入，打扰
superfluous,过剩的，多余的
anchor,抛锚，停泊;主播
WordList 39
英文,中文
arbitrary,任意的，专断的
deplore,悲悼，哀叹;谴责
furnace,炉子，熔炉
appeal,呼吁，要求;申诉
interval,间隔，间距
perpetual,永久的，永恒的;长期的
tease,戏弄，取笑;梳理清楚
irrespective,不顾的，不考虑的
flare,闪耀，闪烁
gracious,亲切的;有礼的;仁慈的
occasional,偶然的;不时的
identical,同一的，同样的
deliberate,深思熟虑的，故意的
sentiment,思想感情;情绪;意见
strive,奋斗，努力
steer,驾驶，掌舵;指导
pecuilar,特殊的，特有的
restraint,抑制，制止
penetrate,穿过，渗入;看穿，洞察
regin,统治，支配
loom,隐现，赫然耸现
inhabitant,居民，住户
eccentric,古怪的，反常的
imperial,帝国的;专横的
WordList 40
英文,中文
journalist,记者，新闻工作者
corrupt,使腐败;损坏，破坏
feeble,虚弱的，无力的
suburb,市郊，郊区
integrity,完整，完全;正直，诚实
coward,懦夫，胆怯者
breach,裂缝，缺口;打破
endow,资助，捐赠;赋予
drama,戏剧;剧本
sustain,支撑，承受住;维持，持续
shove,乱推，挤，用力推
sow,播种
offend,冒犯，触犯，得罪
discern,认出，发现
doom,厄运，劫数
diligent,勤奋的，用功的
agitate,使激动，使不安
layoff,解雇;失业工人
vapour,蒸汽
constrain,束缚，限制;强迫，强制
tragic,悲剧的，悲惨的
impair,损害，损伤;削弱;减少
rival,竞争;竞争的;竞争者
signify,表示，意味;要紧
elect,选举
conviction,深信，确信
prominent,杰出的，著名的
editorial,社论，社评
ingredient,组成部分，成分
WordList 41
英文,中文
utilize,利用
repel,抵制，拒绝
comprehensive,全面的，综合的
ambition,雄心;野心
reveal,展现，显示;揭露
suspicion,猜疑，怀疑
amuse,给...以娱乐
incline,(使)倾向于;赞同
prose,散文
exceedingly,极端地，非常
delicate,微妙的;纤弱的;精致的
circuit,电路，线路;巡回
precede,领先，在..之前;优先
acute,敏锐的，尖锐的
rumour,传闻，谣言
ideology,思想体系;思想意识
preclude,妨碍，阻止
exotic,由外国引进的
stun,把..打昏
nonsense,胡说，废话
inevitable,不可避免的，必然发生的
erect,树立;建立;使竖立
acquaintance,熟人，相识
dean,系主任;训导主任
likehold,可能性
lounge,等候室;起居室
outward,向外，在外
WordList 42
英文,中文
overtake,追上，赶上;超过
oppress,压迫，压制
foster,培养;鼓励;促进
leap,跳，跳跃;飞跃
embark,使上船
intimidate,恐吓，威胁;胁迫
stir,搅拌，搅动
appraisal,估计，估量
entertain,招待，款待;使娱乐
explosive,爆炸的;使人冲动的
evade,逃避;回避
terrify,使害怕，使惊恐
flaw,缺陷;弱点
sacrifice,牺牲
injury,损伤，损坏
tactics,策略，战术
hospitality,好客，殷勤;款待
WordList 43
英文,中文
anticipate,预期，期望;预料
morality,道德;美德
scratch,抓，搔，扒
statesman,政治家，国务活动家
scarcely,几乎不，简直没有;刚刚
spiral,螺旋形的
flee,逃走;逃避
prejudice,偏见，成见
legend,传说，传奇
prey,猎物，捕获物
receipt,收据，收条
certify,证明，保证
heritage,遗产;继承物;传统
avenue,林荫大道;大街
rejoice,欢庆
anecdote,轶事，奇闻
capable,有能力的，能..的
hail,来自;向..欢呼
patent,专利的，特许的;专利
shield,保护，防护
singular,非凡的，卓越的
mayor,市长
predecessor,前任，前辈
susceptible,易受影响的
puppet,木偶;傀儡
arrest,逮捕，拘留
vicious,邪恶的，恶毒的
resolution,决定，决议
fluctuate,波动，起伏
elementary,初等的，基本的
modernization,现代化
strategy,战略，策略
apparent,明显的，显而易见的
saturate,使湿透，渗透
WordList 44
英文,中文
legitimate,正当的，合理的;合法的
refuge,难民，流亡者
depressed,沮丧的
monopoly,垄断，专卖
censorship,审查制度
refute,反驳，驳斥
gently,有礼貌地;温和地
rehearse,排练，预演
profit,利益;获益
faculty,才能
rigid,刻板的，严格的
criminal,罪犯;犯罪的
discretion,自行决定权;谨慎
skeptical,怀疑的
so-called,所谓的，号称的
accuse,控告;谴责
inform,通知，告诉
nasty,下流的;令人讨厌的
paradigm,范例，典范;样式;模型
transcend,超出，超越
turnover,人员调整;推陈出新
scent,气味，香味
disturbance,动乱，骚乱;干扰
formidable,可怕的;强大的
defect,缺点，缺陷
pathetic,可怜的，引起怜悯的
WordList 45
英文,中文
holy,神圣的，圣洁的
lag,落后于，滞后于
criterion,标准，准则
refund,退还，偿还
scattered,离散的，分散的
deficiency,缺乏，不足
assistance,帮助
curse,诅咒，咒骂
violate,违反;侵犯
evolution,进化，渐进
engagement,约会，约定;婚约
embrace,拥抱;包含;欣然接受
parliament,国会;议会
pose,造成;提出
notorious,臭名昭著的;众所周知的
disturb,扰乱，妨碍
confidential,秘密的，机密的
marine,海的，海生的
impetus,推动，促进
punctual,严守时刻的，准时的
boycott,联合抵制
WordList 46
英文,中文
proof,证据，证明
amplify,放大;增强
renaissance,文艺复兴
confess,供认，承认
impatient,不耐烦的，急躁的
prudent,谨慎的，深谋远虑的
mandate,强制执行
cite,引用，引证，举例
portray,描写，描绘
adolescent,青少年
controversy,争论，辩论
barn,谷仓;畜棚
bureaucracy,管理人员;官僚
transit,运输，载运
threapy,治疗，理疗
routine,例行公事，常规
candidate,候选人
insurance,保险
regulate,管制，控制;调节
conceive,设想，想象;构思
WordList 47
英文,中文
apparatus,器械，设备
persuasion,说服，说服力
confusion,混乱，混淆
toss,向上扔
criticism,批评，评论
reciprocal,相互的;往复的;互利的
reputation,名声，名望
decrease,减少
stagger,使吃惊，使错开;蹒跚
departure,离开，启程
tender,嫩的;脆弱的
scenario,情境;剧本
furious,狂怒的;狂暴的
puzzle,使迷惑，使为难
territory,领土，版图
giant,巨人;大公司;巨大的
civilise,使文明，教化
pursuit,追赶;追求;职业
resent,对...表示愤恨，怨恨
revolve,(使)旋转
mature,成熟的，熟的;成年人的
enroll,登记，入学
shorthand,速记
reluctant,不愿的，勉强的
plunge,投入，尝试
hollow,空的;空洞的
striking,显著的，惊人的
exclaim,呼喊，惊叫
expel,把..开除;驱逐
diagram,图表，图解
chronic,慢性的;积习难改的;坏的
vast,巨大的;辽阔的;大量的
tolerate,容忍，默许
religious,宗教的;信教的
abolish,废除，取消
WordList 48
英文,中文
premium,奖赏;赠品;保险金
elite,上层人物;精英
preserve,保护，维持;保存
imitate,模仿，仿效
surpass,超过，胜过
compassion,同情，怜悯
nourish,提供养分
brilliant,光辉的;卓越的;有才华的
liberty,自由
bulk,体积，容积;大批
cope,对付，应付;竞争
acclaim,为..欢呼;称赞
disastrous,灾难性的
tune,调子，曲调
energetic,有力的，精力旺盛的
sarcastic,讽刺的，挖苦的，嘲笑的
wary,小心翼翼的，谨慎的
brake,刹车
snatch,攫取，抢夺
epoch,时期，时代
prosecute,继续从事;告发，检举
hike,徒步旅行
particle,粒子，微粒
genetics,遗传学
formulate,构想，形成;系统地阐述
impulse,推动力;冲动;刺激
suicide,自杀
gorgeous,华丽的，绚丽的
lord,主人;贵族;君主
sanction,批准，认可;约束力
agenda,议事日程;动机
seemingly,表面上，看上去
prospect,前途，前景
density,密集，密度
WordList 49
英文,中文
rub,擦
fragrant,香的
excerpt,摘录，选录
franchise,特许权;选举权
jealous,妒忌的
municipal,市的，市政的
destructive,破坏性的
gut,勇气，胆量
paralyze,使瘫痪(麻痹)
predominant,占优势的;主要的
glimpse,一瞥，瞥见
whirl,(使)旋转，打转
deliver,交付，递送;释放;发表
escalate,逐步上升(加强)
sorrow,悲哀，悲痛
hatch,孵出;策划
practitioner,开业者，从业者
impress,留下印象，引人注目
superficial,表面的;肤浅的
ceremony,典礼，仪式
recruit,招募;招收
scare,惊恐，恐慌
casual,偶然的;临时的;漫不经心的
descend,下来，下降;降低身份
magnetic,磁的，有磁性的
masculine,男性的，男子的
counter,相反的
military,军事的，军用的
circumstance,情况，形势;环境
glorious,壮丽的，辉煌的
articulate,善于表达的
subtle,精巧的，巧妙的
WordList 50
英文,中文
rack,挂物架，搁物架;折磨
papper,胡椒，辣椒
embody,体现，使具象化
precaution,预防;谨慎;警惕
empire,帝国
awkward,笨拙的，不灵活的
conscious,意识到的，自觉的
complement,补充，补足
fiction,小说
accustom,使习惯于
resistance,抵抗，反抗;抵抗力
champion,冠军;捍卫
obedience,服从，顺从
sway,摇摆，摇动
opaque,不透明的;难理解的
perspective,远景;观点
interview,采访，面试
superstition,迷信，迷信行为
alternative,供选择的
bewilder,使迷惑，难住
turmoil,混乱，骚动
auditorium,礼堂，观众席
distress,苦恼;危难
wicked,邪恶的，恶劣的
stock,备料，库存;现货
sympathetic,同情的;共鸣的
melt,(使)融化，(使)熔化
approximate,近似的
hydrogen,氢
creep,爬行
ritual,典礼，仪式;例行公事
adapt,(使)适应
irritate,激怒，使恼火
subjective,主观上的;个人的
shed,流出;去除;摆脱
curb,控制
accountant,会计人员
ascend,上升
royal,王室的，皇家的
specific,明确的，具体的;待定的
hitherto,到目前为止，迄今
rear,后部，尾部
enquire,询问，打折
ethic,道德标准，行为准则
recession,(经济的)衰退
